Name,Date,Open,High,Low,Close,Volume Traded,Value Traded (SAR),No. of Trades
Tadawul All Share Index (TASI),02-25-2018,7525.22,7553.69,7487.83,7493.63,165446894,3101694393.4,97006
Tadawul All Share Index (TASI),02-26-2018,7493.63,7496.87,7466.84,7471.9,121677345,2707019780,93495
Tadawul All Share Index (TASI),02-27-2018,7471.9,7491.89,7461.01,7465.47,123309838,2813695681.6,89247
Tadawul All Share Index (TASI),02-28-2018,7465.47,7465.47,7401.67,7418.8,148966680,3237133743.87,93915
Tadawul All Share Index (TASI),03-01-2018,7418.8,7421.24,7389.23,7411.16,200836695,4356708666.19,89634
Tadawul All Share Index (TASI),03-04-2018,7411.16,7421.06,7363.45,7368.85,149470232,3246846850.18,87059
Tadawul All Share Index (TASI),03-05-2018,7368.85,7391.58,7336.41,7366.83,138526839,3177225445.49,87444
Tadawul All Share Index (TASI),03-06-2018,7366.83,7447.09,7365.24,7437.61,146788070,3413275305.95,88857
Tadawul All Share Index (TASI),03-07-2018,7437.61,7461.97,7434.58,7453.17,116218487,2751047547.6,78851
Tadawul All Share Index (TASI),03-08-2018,7453.17,7565.86,7452.51,7562.11,146429468,3848803348.79,98070
Tadawul All Share Index (TASI),03-11-2018,7562.11,7699.56,7562.74,7696.07,198630130,4621718056.48,110098
Tadawul All Share Index (TASI),03-12-2018,7696.07,7827.24,7695.78,7780.83,279394424,5920612253.02,138341
Tadawul All Share Index (TASI),03-13-2018,7780.83,7839.28,7752.76,7778.05,192707484,4395569399.55,117725
Tadawul All Share Index (TASI),03-14-2018,7778.05,7789.33,7761.59,7775.42,170083361,4196741999.62,105184
Tadawul All Share Index (TASI),03-15-2018,7775.42,7775.42,7711.99,7744.68,191744942,4548477572.23,120530
Tadawul All Share Index (TASI),03-18-2018,7744.68,7776.69,7714.17,7728.06,174912558,3758224519.31,102432
Tadawul All Share Index (TASI),03-19-2018,7728.06,7732,7699.88,7710.57,188859206,3981357804.69,99950
Tadawul All Share Index (TASI),03-20-2018,7710.57,7746.21,7677.95,7724.79,174192631,3876282118.56,106884
Tadawul All Share Index (TASI),03-21-2018,7724.79,7769.87,7724.36,7761.74,194272623,4139244003.94,112621
Tadawul All Share Index (TASI),03-22-2018,7761.74,7847.63,7757.78,7840.94,225239880,5115505154.09,117364
Tadawul All Share Index (TASI),03-25-2018,7840.94,7870.79,7828.84,7842.63,194180434,4429530837.03,105056
Tadawul All Share Index (TASI),03-26-2018,7842.63,7867.48,7799.31,7857.46,186397772,4173126794.5,96398
Tadawul All Share Index (TASI),03-27-2018,7857.46,7946.98,7852.45,7942.54,192614803,4400293673.34,108021
Tadawul All Share Index (TASI),03-28-2018,7942.54,7950.7,7866.79,7900.28,189666540,4322439191.35,101550
Tadawul All Share Index (TASI),03-29-2018,7900.28,7985.75,7821.76,7870.87,209807871,4887732711.68,108208
Tadawul All Share Index (TASI),04-01-2018,7870.87,7888.75,7798.81,7800.88,175809570,3851224635.5,96445
Tadawul All Share Index (TASI),04-02-2018,7800.88,7803.29,7751.52,7783.48,198221030,4281749789.87,109510
Tadawul All Share Index (TASI),04-03-2018,7783.48,7799.79,7747.47,7799.77,230622891,4674735761.62,119260
Tadawul All Share Index (TASI),04-04-2018,7799.77,7876.92,7799.77,7871.67,257525693,5382432021.64,126116
Tadawul All Share Index (TASI),04-05-2018,7871.67,7960.37,7870.78,7953.36,241412426,5557496407.62,125927
Tadawul All Share Index (TASI),04-08-2018,7953.36,7985.7,7945.12,7968.44,211054073,4646898037.1,116766
Tadawul All Share Index (TASI),04-09-2018,7968.44,8023.22,7961.94,7975.45,223212426,4929467107.62,127118
Tadawul All Share Index (TASI),04-10-2018,7975.45,7990.34,7942.54,7951.42,164235957,3979019946.14,106171
Tadawul All Share Index (TASI),04-11-2018,7951.42,7980.47,7771.15,7802.74,280277406,5872231524.75,140215
Tadawul All Share Index (TASI),04-12-2018,7802.74,7858.65,7789.57,7824.12,197338814,4094721447.74,106539
Tadawul All Share Index (TASI),04-15-2018,7824.12,7975.48,7824.43,7972.51,195251095,4194869097.05,105938
Tadawul All Share Index (TASI),04-16-2018,7972.51,8053.48,7968.18,8050.3,219878578,4920102809.89,125647
Tadawul All Share Index (TASI),04-17-2018,8050.3,8104.21,8039.43,8096.4,239368478,5041517948,126506
Tadawul All Share Index (TASI),04-18-2018,8096.4,8147.57,8083.99,8146.13,244469293,5128393612.46,136762
Tadawul All Share Index (TASI),04-19-2018,8146.13,8278.04,8138.41,8277.14,264442124,5987138870.9,144126
Tadawul All Share Index (TASI),04-22-2018,8277.14,8295.63,8238.14,8256.6,213032314,4414147005.57,119930
Tadawul All Share Index (TASI),04-23-2018,8256.6,8339.33,8255.99,8335.35,260430803,5678828231.32,139361
Tadawul All Share Index (TASI),04-24-2018,8335.35,8345.19,8253.57,8315.42,296307668,6060184376.23,166276
Tadawul All Share Index (TASI),04-25-2018,8315.42,8315.42,8231.18,8233.05,218289859,4429304707.93,121649
Tadawul All Share Index (TASI),04-26-2018,8233.05,8253.86,8165.49,8248.47,215273724,4753624688.94,130157
Tadawul All Share Index (TASI),04-29-2018,8248.47,8279.55,8222.45,8224.94,215774307,4847576907.47,133271
Tadawul All Share Index (TASI),04-30-2018,8224.94,8237.48,8188.12,8208.87,221672091,5241446111.63,145007
Tadawul All Share Index (TASI),05-01-2018,8208.87,8208.87,8110.71,8158.06,207792113,5009465215.41,126162
Tadawul All Share Index (TASI),05-02-2018,8158.06,8172.33,8097.52,8098.75,212987746,4541209186.84,121121
Tadawul All Share Index (TASI),05-03-2018,8098.75,8113.56,8065.4,8107.47,189892445,4212211343.76,107249
Tadawul All Share Index (TASI),05-06-2018,8107.47,8171.02,8107.47,8113.87,170852478,3950915336.1,104962
Tadawul All Share Index (TASI),05-07-2018,8113.87,8122.85,8083.99,8117.42,167602255,3595407666.7,95505
Tadawul All Share Index (TASI),05-08-2018,8117.42,8117.57,7983.37,8012.59,201096753,4396872914.44,122873
Tadawul All Share Index (TASI),05-09-2018,8012.59,8034.19,7858.7,7878.29,196382786,3916822751.77,112355
Tadawul All Share Index (TASI),05-10-2018,7878.29,7931.39,7811.12,7914.27,196365272,3924169873.42,108029
Tadawul All Share Index (TASI),05-13-2018,7914.27,8025.07,7914.27,8023.01,191608288,3803300034.69,104728
Tadawul All Share Index (TASI),05-14-2018,8023.01,8079.91,8019.49,8070.69,256579703,5647762465.74,112735
Tadawul All Share Index (TASI),05-15-2018,8070.69,8096.97,8027.4,8039.29,192060755,3928478178.02,106055
Tadawul All Share Index (TASI),05-16-2018,8039.29,8048.11,7953.52,7958.47,178940337,3605697207.21,101395
Tadawul All Share Index (TASI),05-17-2018,7958.47,8025.23,7942.26,8016.85,133879412,2774096014.19,72601
Tadawul All Share Index (TASI),05-20-2018,8016.85,8060.14,8005.42,8018.06,121616417,2638810640.77,77447
Tadawul All Share Index (TASI),05-21-2018,8018.06,8022.5,7982.07,7996.43,109765038,2455633089.83,79664
Tadawul All Share Index (TASI),05-22-2018,7996.43,8046.07,7969.5,8044.67,135148309,3169336132.21,87714
Tadawul All Share Index (TASI),05-23-2018,8044.67,8071.55,8018.48,8039.05,143796778,3053925176.03,85509
Tadawul All Share Index (TASI),05-24-2018,8039.05,8050.55,8000.63,8037.81,147461322,3193807301.14,89853
Tadawul All Share Index (TASI),05-27-2018,8037.81,8044,7966.57,7972.05,103389047,2067605210.8,64703
Tadawul All Share Index (TASI),05-28-2018,7972.05,7977.66,7948.37,7962.77,144829160,2926786987.51,72779
Tadawul All Share Index (TASI),05-29-2018,7962.77,8016.69,7959.89,7999.59,148950127,3273520881.26,78380
Tadawul All Share Index (TASI),05-30-2018,7999.59,8043.62,7976.65,8009.55,143731033,3232895908.29,76131
Tadawul All Share Index (TASI),05-31-2018,8009.55,8176.51,8015.67,8161.08,205240606,4587184256.84,87096
Tadawul All Share Index (TASI),06-03-2018,8161.08,8329.55,8161.08,8329.55,194738288,4886040606.24,90719
Tadawul All Share Index (TASI),06-04-2018,8329.55,8433.8,8309.85,8335.39,186060395,4486314405.13,104348
Tadawul All Share Index (TASI),06-05-2018,8335.39,8406.9,8328.69,8406.9,147894447,3437017682.21,87351
Tadawul All Share Index (TASI),06-06-2018,8406.9,8461,8343.64,8383.23,165463704,3831152171.79,94930
Tadawul All Share Index (TASI),06-07-2018,8383.23,8396.09,8297.06,8344.39,146769178,3250400518.72,85112
Tadawul All Share Index (TASI),06-10-2018,8344.39,8354.87,8249.19,8278.51,122039188,2961449718.88,80845
Tadawul All Share Index (TASI),06-11-2018,8278.51,8295.09,8216.28,8243.97,116714612,2631110534.15,76599
Tadawul All Share Index (TASI),06-12-2018,8243.97,8278.48,8219.27,8270.46,107070782,2402421381.51,66989
Tadawul All Share Index (TASI),06-20-2018,8270.46,8283.5,8157.5,8166.3,83360636,1869275501.47,65238
Tadawul All Share Index (TASI),06-21-2018,8166.3,8229.93,8154.36,8206.4,78712718,2007292364.3,60991
Tadawul All Share Index (TASI),06-24-2018,8206.4,8362.77,8224.22,8350.96,118762640,2567923530.72,76145
Tadawul All Share Index (TASI),06-25-2018,8350.96,8360.44,8317.27,8342.35,155013891,3230828426.07,97712
Tadawul All Share Index (TASI),06-26-2018,8342.35,8330.98,8279.45,8298.89,131234290,2566692090.1,83496
Tadawul All Share Index (TASI),06-27-2018,8298.89,8318.7,8293.74,8317.27,123443796,2675026455.12,83146
Tadawul All Share Index (TASI),06-28-2018,8317.27,8339.09,8286.12,8314.19,166362367,3624933670.6,97505
Tadawul All Share Index (TASI),07-01-2018,8314.19,8355.91,8322.18,8339.86,165200267,3488339917.43,92407
Tadawul All Share Index (TASI),07-02-2018,8339.86,8345.18,8266.61,8274.98,174571095,3829992321.56,93844
Tadawul All Share Index (TASI),07-03-2018,8274.98,8286.39,8220.88,8235.56,131865099,3228246864.6,86353
Tadawul All Share Index (TASI),07-04-2018,8235.56,8252.27,8200.99,8247.39,117637123,2815182300.47,80474
Tadawul All Share Index (TASI),07-05-2018,8247.39,8249.76,8174.96,8177.61,140869516,3278786243.21,88722
Tadawul All Share Index (TASI),07-08-2018,8177.61,8222.53,8167.37,8222.53,114642826,2749533495.24,71107
Tadawul All Share Index (TASI),07-09-2018,8222.53,8329.63,8218.82,8326.59,132927716,3094461295.23,88571
Tadawul All Share Index (TASI),07-10-2018,8326.59,8425.51,8324.09,8417.91,151871143,3643162585.85,92614
Tadawul All Share Index (TASI),07-11-2018,8417.91,8426.15,8367.86,8388.66,122944140,2773640176.31,83302
Tadawul All Share Index (TASI),07-12-2018,8388.66,8372.11,8324.36,8362.41,113434918,2723223356.67,80673
Tadawul All Share Index (TASI),07-15-2018,8362.41,8408.91,8357.58,8405.09,116827720,2634448411.76,82024
Tadawul All Share Index (TASI),07-16-2018,8405.09,8490.75,8400.21,8490.75,135501441,3394177854.69,90754
Tadawul All Share Index (TASI),07-17-2018,8490.75,8483.22,8437.67,8462.59,115643586,2830079455.49,91864
Tadawul All Share Index (TASI),07-18-2018,8462.59,8471.14,8435.55,8452.3,114342671,2795344547.5,93020
Tadawul All Share Index (TASI),07-19-2018,8452.3,8457.31,8426.93,8449.97,122608966,3161814709.11,90092
Tadawul All Share Index (TASI),07-22-2018,8449.97,8487.13,8450.05,8466.62,113830803,2825960530.5,77139
Tadawul All Share Index (TASI),07-23-2018,8466.62,8502.92,8444.74,8448.48,168758514,4049842385.1,99081
Tadawul All Share Index (TASI),07-24-2018,8448.48,8455.75,8402.6,8405.82,133984696,3093057536.26,86861
Tadawul All Share Index (TASI),07-25-2018,8405.82,8420.32,8389.01,8399.83,113212290,2727098968.67,83844
Tadawul All Share Index (TASI),07-26-2018,8399.83,8404.95,8346.79,8367.7,130167520,3106430441.94,90270
Tadawul All Share Index (TASI),07-29-2018,8367.7,8372.34,8286.42,8307.42,152655319,3652891484.35,90331
Tadawul All Share Index (TASI),07-30-2018,8307.42,8334.31,8284.69,8309.37,172876066,3901880472.52,102217
Tadawul All Share Index (TASI),07-31-2018,8309.37,8332.61,8293.73,8294.83,142747151,3416375949.45,95447
Tadawul All Share Index (TASI),08-01-2018,8294.83,8313.57,8284.98,8288.98,137105966,3627420328.64,92404
Tadawul All Share Index (TASI),08-02-2018,8288.98,8288.55,8232.36,8253.54,140775349,3825588475.98,90363
Tadawul All Share Index (TASI),08-05-2018,8253.54,8262.86,8230.9,8242.71,145310435,3766940220.88,90561
Tadawul All Share Index (TASI),08-06-2018,8242.71,8250.48,8221.16,8230.13,162893274,4257458871.14,98116
Tadawul All Share Index (TASI),08-07-2018,8230.13,8242.82,8208.82,8242.82,174889912,4750831970.07,98643
Tadawul All Share Index (TASI),08-08-2018,8242.82,8258.34,8205.46,8210.29,171755612,4541452588.42,106195
Tadawul All Share Index (TASI),08-09-2018,8210.29,8205.1,8165.9,8176.18,192021989,4357646286.69,102966
Tadawul All Share Index (TASI),08-12-2018,8176.18,8141.4,8056.79,8064.92,144624169,3296012233.65,96040
Tadawul All Share Index (TASI),08-13-2018,8064.92,8062.67,7839.58,7872.79,155596724,3697480060.23,106827
Tadawul All Share Index (TASI),08-14-2018,7872.79,7962.93,7862.88,7893.18,139199863,3249493923.14,93605
Tadawul All Share Index (TASI),08-15-2018,7893.18,7912.94,7834.48,7865.68,98608447,2412423886.49,72855
Tadawul All Share Index (TASI),08-16-2018,7865.68,7867.16,7826.34,7867.16,99273945,2546406726.82,75978
Tadawul All Share Index (TASI),08-26-2018,7867.16,7988.1,7903.53,7978.83,78273966,1785684886.82,58476
Tadawul All Share Index (TASI),08-27-2018,7978.83,8045.16,7967.83,8000.13,80983670,1999315800.95,75709
Tadawul All Share Index (TASI),08-28-2018,8000.13,8036.56,8002.76,8036.56,92671258,2078413490.46,77938
Tadawul All Share Index (TASI),08-29-2018,8036.56,8037.05,7970.59,8018.54,97943217,2100575807.61,75438
Tadawul All Share Index (TASI),08-30-2018,8018.54,8015.21,7921.99,7948.25,93355843,1958357196.56,74059
Tadawul All Share Index (TASI),09-02-2018,7948.25,7943.7,7876.7,7915.07,100235051,2012635870.82,65851
Tadawul All Share Index (TASI),09-03-2018,7915.07,7955.28,7914.4,7942.43,98846469,2230936216.96,73498
Tadawul All Share Index (TASI),09-04-2018,7942.43,8002.38,7934.99,7968.24,116390377,2500793185,80170
Tadawul All Share Index (TASI),09-05-2018,7968.24,7976.52,7601.82,7719.1,189925858,3939583062.24,123643
Tadawul All Share Index (TASI),09-06-2018,7719.1,7754.94,7552.47,7687.76,172136058,3717889217.45,124947
Tadawul All Share Index (TASI),09-09-2018,7687.76,7737.19,7616.32,7729.07,101520817,1980843928.28,73928
Tadawul All Share Index (TASI),09-10-2018,7729.07,7775.54,7684.18,7706.34,112725208,2551459272.73,89391
Tadawul All Share Index (TASI),09-11-2018,7706.34,7719.14,7675.14,7693.07,87732427,1983859553.6,71468
Tadawul All Share Index (TASI),09-12-2018,7693.07,7726.68,7600.05,7635.38,113066600,2310124456.06,86655
Tadawul All Share Index (TASI),09-13-2018,7635.38,7631.27,7535.43,7590.65,99197418,2018147014.27,78880
Tadawul All Share Index (TASI),09-16-2018,7590.65,7601.92,7451.46,7469.81,123297465,2324996280.3,85268
Tadawul All Share Index (TASI),09-17-2018,7469.81,7609.68,7407.27,7609.65,149741185,2878967388.3,97292
Tadawul All Share Index (TASI),09-18-2018,7609.65,7667.8,7581.52,7643.4,133654377,2701822366.51,89798
Tadawul All Share Index (TASI),09-19-2018,7643.4,7732.26,7637.05,7729.65,124544691,2602833375.51,88982
Tadawul All Share Index (TASI),09-20-2018,7729.65,7769.33,7706.61,7768.31,108818111,2272479372.57,82378
Tadawul All Share Index (TASI),09-25-2018,7768.31,7908.42,7782.09,7905.27,132025704,2813339786.64,99310
Tadawul All Share Index (TASI),09-26-2018,7905.27,7940.64,7867.9,7893.55,122789231,2660794226.03,94118
Tadawul All Share Index (TASI),09-27-2018,7893.55,7930.45,7882.68,7898.68,176826861,3406673407.02,89525
Tadawul All Share Index (TASI),09-30-2018,7898.68,8007.33,7915.11,7999.54,125913441,2853396805.78,86836
Tadawul All Share Index (TASI),10-01-2018,7999.54,8038.59,7987.74,8038.07,134452296,3264466482.31,91257
Tadawul All Share Index (TASI),10-02-2018,8038.07,8062.28,7967.17,7981.19,143789728,3364429589.39,101321
Tadawul All Share Index (TASI),10-03-2018,7981.19,8010.47,7940.43,8008.55,136933293,3045137363.8,92402
Tadawul All Share Index (TASI),10-04-2018,8008.55,8028.36,7982.06,7997.61,112563185,2597239359.12,87168
Tadawul All Share Index (TASI),10-07-2018,7997.61,8005.31,7869.4,7893.62,136407312,2934071151.85,94355
Tadawul All Share Index (TASI),10-08-2018,7893.62,7943.98,7862.21,7939.17,126669286,2834033526.26,91581
Tadawul All Share Index (TASI),10-09-2018,7939.17,7948.31,7896.34,7904.74,126413246,2539152364.21,84018
Tadawul All Share Index (TASI),10-10-2018,7904.74,7907.87,7824.89,7834.79,112682213,2597995120.24,86239
Tadawul All Share Index (TASI),10-11-2018,7834.79,7834.48,7511.23,7530.8,182118984,4024512824.49,139096
Tadawul All Share Index (TASI),10-14-2018,7530.8,7471.84,7001.94,7266.59,264083067,6690018684.03,164585
Tadawul All Share Index (TASI),10-15-2018,7266.59,7567.57,7305.9,7567.57,241813548,6274536929.04,140272
Tadawul All Share Index (TASI),10-16-2018,7567.57,7666.8,7262.65,7666.8,306368164,7540029207,151680
Tadawul All Share Index (TASI),10-17-2018,7666.8,7702.99,7628.58,7657.87,164491474,3724029937.65,105110
Tadawul All Share Index (TASI),10-18-2018,7657.87,7673.99,7620.35,7648.15,123645587,2992722507.18,90519
Tadawul All Share Index (TASI),10-21-2018,7648.15,7660.21,7355.47,7660.21,202391251,4758284188.61,107687
Tadawul All Share Index (TASI),10-22-2018,7660.21,7648.64,7403.79,7648.64,225965026,5704829385.19,122795
Tadawul All Share Index (TASI),10-23-2018,7648.64,7701.11,7514.84,7549.77,209892995,4581532445.85,129368
Tadawul All Share Index (TASI),10-24-2018,7549.77,7613.94,7503.36,7512.52,135034029,2910655988.94,104088
Tadawul All Share Index (TASI),10-25-2018,7512.52,7854.25,7574.03,7835.55,340342031,9647681355.93,148922
Tadawul All Share Index (TASI),10-28-2018,7835.55,7837.75,7767.75,7802.65,136934529,2977553455.48,104586
Tadawul All Share Index (TASI),10-29-2018,7802.65,7904.97,7818.25,7847.51,196729446,3826054662.96,127366
Tadawul All Share Index (TASI),10-30-2018,7847.51,7861.89,7813.39,7832.98,156464563,3167259773.56,118823
Tadawul All Share Index (TASI),10-31-2018,7832.98,7917.99,7836.74,7907.01,188854853,3745243226.68,133051
Tadawul All Share Index (TASI),11-01-2018,7907.01,7924.48,7868.05,7879.37,175323811,3455548834.4,131167
Tadawul All Share Index (TASI),11-04-2018,7879.37,7887.26,7839.46,7846.93,122777932,2449035213.27,101536
Tadawul All Share Index (TASI),11-05-2018,7846.93,7853.48,7784.75,7802.27,144424932,2928928593.24,111834
Tadawul All Share Index (TASI),11-06-2018,7802.27,7836.24,7798.57,7812.34,133061572,2543062278.21,105779
Tadawul All Share Index (TASI),11-07-2018,7812.34,7818.65,7780.77,7792.56,141062797,3301281014.49,112745
Tadawul All Share Index (TASI),11-08-2018,7792.56,7802.16,7743.39,7743.39,129586446,2624228963.83,104228
Tadawul All Share Index (TASI),11-11-2018,7743.39,7735.8,7657.06,7711.11,128708898,2696313767.62,112269
Tadawul All Share Index (TASI),11-12-2018,7711.11,7774.99,7714.41,7774.99,131413333,3349585628.73,115140
Tadawul All Share Index (TASI),11-13-2018,7774.99,7786.09,7731.79,7750.95,145563279,3079164806.67,127227
Tadawul All Share Index (TASI),11-14-2018,7750.95,7701.45,7642.66,7659.88,158049224,3578016861.09,122932
Tadawul All Share Index (TASI),11-15-2018,7659.88,7684.9,7628.69,7662.17,131365407,2943544017.4,113614
Tadawul All Share Index (TASI),11-18-2018,7662.17,7664.41,7494.94,7496.91,145255008,3012788427.8,110718
Tadawul All Share Index (TASI),11-19-2018,7496.91,7570.41,7473.27,7560.13,123441016,2780897904.83,98590
Tadawul All Share Index (TASI),11-20-2018,7560.13,7567.39,7504.94,7504.94,108069346,2441853633.31,98119
Tadawul All Share Index (TASI),11-21-2018,7504.94,7514.76,7464.04,7514.36,120307250,2811719367.26,102149
Tadawul All Share Index (TASI),11-22-2018,7514.36,7608.01,7522.02,7607.32,126812722,2734688174.54,100278
Tadawul All Share Index (TASI),11-25-2018,7607.32,7579.71,7501.52,7512.57,99924789,2238465997.81,89935
Tadawul All Share Index (TASI),11-26-2018,7512.57,7548.78,7517.61,7528.9,98010208,2765068954.06,109828
Tadawul All Share Index (TASI),11-27-2018,7528.9,7578.63,7536.49,7573.48,109358161,2482487168.98,104347
Tadawul All Share Index (TASI),11-28-2018,7573.48,7640.43,7575.39,7632.5,158283671,3692988298.62,134405
Tadawul All Share Index (TASI),11-29-2018,7632.5,7702.99,7628.48,7702.99,160041098,4270372623.66,119104
Tadawul All Share Index (TASI),12-02-2018,7702.99,7853.69,7715.79,7845.02,137854007,3220434939.63,114402
Tadawul All Share Index (TASI),12-03-2018,7845.02,7931.56,7867.76,7916.79,170275209,4386481797.7,138244
Tadawul All Share Index (TASI),12-04-2018,7916.79,7921.51,7886.23,7905.12,175302864,4203289973.78,138059
Tadawul All Share Index (TASI),12-05-2018,7905.12,7892.24,7823.25,7883.63,119679997,2808351931.08,117268
Tadawul All Share Index (TASI),12-06-2018,7883.63,7872.72,7828.25,7848.98,150617236,3265909147.04,119053
Tadawul All Share Index (TASI),12-09-2018,7848.98,7875.41,7828.39,7839.27,99427009,2146420447.53,93201
Tadawul All Share Index (TASI),12-10-2018,7839.27,7851.93,7804.62,7819.67,100642983,2180452637.56,101693
Tadawul All Share Index (TASI),12-11-2018,7819.67,7838.94,7793,7838.94,101115079,2186324528.48,99549
Tadawul All Share Index (TASI),12-12-2018,7838.94,7890.09,7840.93,7890.09,129686048,2349599107.25,102832
Tadawul All Share Index (TASI),12-13-2018,7890.09,7926.79,7888.92,7914.29,109699614,2476128568.25,102138
Tadawul All Share Index (TASI),12-16-2018,7914.29,7920.1,7872.46,7908.07,138156165,2513015882.89,109090
Tadawul All Share Index (TASI),12-17-2018,7908.07,7972.17,7914.05,7968.26,139062460,3239538071.33,124247
Tadawul All Share Index (TASI),12-18-2018,7968.26,7975.24,7934.3,7943.39,124318055,3105165737.01,127478
Tadawul All Share Index (TASI),12-19-2018,7943.39,7925.45,7854.5,7860.35,115534561,2914413935.7,116341
Tadawul All Share Index (TASI),12-20-2018,7860.35,7851.81,7724.21,7753.36,130747195,3434069618.02,131455
Tadawul All Share Index (TASI),12-23-2018,7753.36,7732.94,7589.23,7730.58,120639661,2883228325.65,101587
Tadawul All Share Index (TASI),12-24-2018,7730.58,7773.83,7722.35,7764.51,115996496,2588256452.54,110077
Tadawul All Share Index (TASI),12-25-2018,7764.51,7724.88,7677.3,7717.75,118736567,2461754734.69,93990
Tadawul All Share Index (TASI),12-26-2018,7717.75,7740.49,7698.44,7710.93,89224211,1825231341.35,77432
Tadawul All Share Index (TASI),12-27-2018,7710.93,7813.85,7749.32,7749.32,95635119,2507939486.53,93722
Tadawul All Share Index (TASI),12-30-2018,7749.32,7814.87,7763.32,7809.77,64190929,1451566616.55,67970
Tadawul All Share Index (TASI),12-31-2018,7809.77,7837.92,7806.62,7826.73,81210378,1994324149.93,83539
Tadawul All Share Index (TASI),01-01-2019,7826.73,7832.24,7795.02,7798.39,67861563,1628621694.43,74276
Tadawul All Share Index (TASI),01-02-2019,7798.39,7795.83,7765.84,7790.86,71798160,1692366352.61,75740
Tadawul All Share Index (TASI),01-03-2019,7790.86,7834.53,7774.88,7830.47,76736997,1871862626.13,76389
Tadawul All Share Index (TASI),01-06-2019,7830.47,7933.9,7894.05,7932.24,106302524,2780238154.63,84338
Tadawul All Share Index (TASI),01-07-2019,7932.24,8050.72,7936.02,8047.58,136796859,3445420520.7,116943
Tadawul All Share Index (TASI),01-08-2019,8047.58,8071.97,8007.34,8057.04,149374813,3159731634.61,120100
Tadawul All Share Index (TASI),01-09-2019,8057.04,8146.68,8058.03,8146.68,147168408,3092826937.93,108588
Tadawul All Share Index (TASI),01-10-2019,8146.68,8230.13,8153.88,8210.16,139671943,3201904080.65,113289
Tadawul All Share Index (TASI),01-13-2019,8210.16,8310.99,8195.05,8291.66,126785263,2925013819.19,99648
Tadawul All Share Index (TASI),01-14-2019,8291.66,8306.51,8262.87,8270.55,119533725,3224807081.77,113426
Tadawul All Share Index (TASI),01-15-2019,8270.55,8352.62,8261.97,8347.25,125600094,3188937472.77,109197
Tadawul All Share Index (TASI),01-16-2019,8347.25,8423.62,8356.88,8406.47,142985526,3234160414.51,119122
Tadawul All Share Index (TASI),01-17-2019,8406.47,8448.02,8380.58,8448.02,109930604,2664954426.13,108811
Tadawul All Share Index (TASI),01-20-2019,8448.02,8468.62,8372.51,8383.52,108504908,2469445308.18,90579
Tadawul All Share Index (TASI),01-21-2019,8383.52,8402.04,8267.63,8402.04,181704762,3738383926.24,112992
Tadawul All Share Index (TASI),01-22-2019,8402.04,8419.71,8386.43,8399.4,117779915,2569574155.03,100703
Tadawul All Share Index (TASI),01-23-2019,8399.4,8466.1,8406.08,8466.1,120655240,2651422040.02,111394
Tadawul All Share Index (TASI),01-24-2019,8466.1,8456.43,8420.28,8434.89,112200487,2736344125.27,101881
Tadawul All Share Index (TASI),01-27-2019,8434.89,8528.3,8408.84,8509.43,170467511,3522649535.09,116147
Tadawul All Share Index (TASI),01-28-2019,8509.43,8623.93,8504.78,8623.93,202473660,4216598403.89,144550
Tadawul All Share Index (TASI),01-29-2019,8623.93,8635.59,8539.6,8581.48,158373922,3716026523.73,136032
Tadawul All Share Index (TASI),01-30-2019,8581.48,8604.01,8556.43,8583.63,152926917,3253159107.89,119933
Tadawul All Share Index (TASI),01-31-2019,8583.63,8623.18,8559.95,8559.95,154394205,3226631423.56,119297
Tadawul All Share Index (TASI),02-03-2019,8559.95,8590.66,8514.63,8526.71,112061277,2388118164.67,92682
Tadawul All Share Index (TASI),02-04-2019,8526.71,8568.61,8506.78,8520.64,107771545,2561273650.49,98386
Tadawul All Share Index (TASI),02-05-2019,8520.64,8624.77,8523.98,8623.92,135041595,3042506297.37,119979
Tadawul All Share Index (TASI),02-06-2019,8623.92,8677.73,8616.5,8633.33,131497599,3338759634.01,114154
Tadawul All Share Index (TASI),02-07-2019,8633.33,8648.79,8609.26,8612.84,105053955,2900890121.63,97221
Tadawul All Share Index (TASI),02-10-2019,8612.84,8633.77,8558.43,8573.21,95316758,2090949607.86,84546
Tadawul All Share Index (TASI),02-11-2019,8573.21,8586.86,8531.39,8543.39,96432423,2261561123.54,87004
Tadawul All Share Index (TASI),02-12-2019,8543.39,8600.32,8532.35,8600.32,123927801,2643826043.44,99114
Tadawul All Share Index (TASI),02-13-2019,8600.32,8661.31,8600.9,8617.22,108934173,2667684940.34,96590
Tadawul All Share Index (TASI),02-14-2019,8617.22,8630.01,8579.1,8626.28,96822680,2340151106.48,92255
Tadawul All Share Index (TASI),02-17-2019,8626.28,8635.98,8589.03,8592.01,80070581,1882773364.09,77780
Tadawul All Share Index (TASI),02-18-2019,8592.01,8607.45,8562.65,8569.83,125736593,2342145012.85,93481
Tadawul All Share Index (TASI),02-19-2019,8569.83,8570.77,8506.26,8516.6,108343694,2346879938.95,93034
Tadawul All Share Index (TASI),02-20-2019,8516.6,8567.24,8509.32,8567.24,77775145,1670426411.39,76003
Tadawul All Share Index (TASI),02-21-2019,8567.24,8573.82,8512.72,8547.48,73364054,1712417937.88,71803
Tadawul All Share Index (TASI),02-24-2019,8547.48,8556.25,8513.27,8513.27,95845817,1933026604.68,73592
